1810000000214,2.8;
0611100000214,2.8;
2012000000814,2.8;
2009000000814,2.8;
1610100002314,2.8;
0612100000514,2.8;
0064100049614,0;
0422000000114,1.8;
0064100049714,0;
1616100000214,2.8;
0064100049814,0;
0062500000514,2.8;
1819100000314,2.8;
0413100001414,1.5001;
0410000000814,1.5001;
1222600001714,0;
0000400003614,1.5001;
0001700003414,0.7;
0637000000314,2.8;
1507500000214,2.8;
1811100000314,2.8;
0064100049914,0;
1412100000114,2.8;
1820000000214,2.8;
1114800000214,2.8;
0220000000514,2.8;
2135500000514,2.8;
0064100050014,0;
1111200000714,2.8;
2023700000214,2.8;
1115000000414,2.8;
0064100050114,0;
1122500000414,2.8;
0064100050214,0;
0064100050314,0;
0001700003514,2.8;
0416000000314,2.8;
0064100050414,0;
1114100000514,2.8;
0441000000314,2.8;
0422000000214,2.8;
0064100050514,0;
2000100000714,2.8;
0000400003714,2.0;
0064100050614,0;
1116300000114,2.8;
2015000001814,2.8;
1118600000314,2.8;
0064100050714,0;
1610100002414,2.3667;
1107500000514,2.8;
1110900000414,2.8;
1816400006914,0.4;
1112000000414,2.8;
1118700000314,2.8;
5312300000314,2.8;
1119500000414,2.8;
1010100000314,2.8;
0918900000314,2.8;
0495000000914,0.6;
1010200000414,2.8;
0064100050814,0;
0410000000914,-0.2;
0064100050914,0;
0922500000414,2.8;
0064100051014,0;
0410000001014,1.2;
0833100000414,2.8;
1510000000414,2.8;
0210000002714,2.2002;
2028500000714,2.8;
1221500000714,1.1429;
0431000000414,2.8;
0064100051114,0;
0656500000414,2.8;
0673800002114,2.2002;
2106800000514,2.8;
2136400000514,2.8;
2137200000514,2.8;
1857200004014,2.2002;
0657100000414,2.8;
0064100051214,0;
1124900000414,2.8;
0663000000514,2.2002;
0410000001114,2.0;
0001400001614,2.2002;
0660000000414,2.8;
0002100001614,2.2002;
1126200000414,2.8;
0001200009014,2.2002;
0411100001514,3.4;
2116000000614,2.8;
0001200009114,2.2002;
0000500001914,2.2002;
2031200000414,2.8;
0000500002014,2.2002;
1127500000414,2.8;
0001600004614,2.2002;
0002700005614,2.2002;
0000600004014,2.2002;
0064100051314,0;
0000400003814,2.2002;
0064100051414,1.0;
0945000000414,2.8;
0001800001014,2.2002;
1219700001014,2.8;
0001100005214,2.2002;
1219500000614,2.8;
0001000003114,2.2002;
0916900000414,0;
1220000000914,2.8;
0001500001214,2.2002;
1219000000614,2.8;
0064100051514,0;
0000900005914,2.2002;
1221000000514,2.8;
0000800003014,2.2002;
0002000001914,2.2002;
0064100051614,0;
1221300000514,2.8;
1221400000614,2.8;
1221100000614,2.8;
0064100051714,0;
1221200000514,2.8;
1840000000514,2.8;
1119000000514,2.8;
1116100000814,2.8;
1127900000614,2.8;
0064100051814,0;
1128000000514,2.8;
1847000000614,2.8;
0715000000814,2.8;
0063700006614,0;
0063700006714,2.8;
0063500001914,2.8;
1412000000514,2.8;
1613100001414,0.0;
0064100051914,0;
0673800002214,2.8;
1131200000714,2.8;
1131800000514,2.8;
1026500000814,2.8;
1132100000614,2.8;
0064100052014,0;
1611100000914,2.8;
1847400000814,2.8;
0064100052114,2.8;
0916900000514,0;
1132300000514,2.8;
1115100000914,2.8;
1129000000614,2.8;
1221500000814,2.8;
1222000001514,2.8;
0064100052214,0;
1222600001814,2.8;
1711000000614,2.8;
2099900000514,2.8;
1612100000714,2.8;
0064100052314,0;
1222300000714,2.8;
1119900000614,2.8;
1857200004114,1.0;
0817000000614,2.8;
0063700006814,0;
1847600000514,2.8;
0064100052414,0;
2010000000514,2.8;
0821000000814,3.3763;
0064100052514,4.7111;
1114000000614,2.8;
0064100052614,0;
0610400000614,2.8;
1816400007014,0.9334;
2041000000514,2.8;
1131100000514,2.8;
1116100000914,11.6334;
1237000000514,2.8;
0821000000914,3.3763;
0411100001614,2.8;
0001100005314,1.0;
1223000000714,2.8;
1224500000714,2.8;
0001200009214,1.4;
1511100001214,0.8;
1225000000614,2.8;
0821000001014,3.3763;
0819800000614,2.8;
0002700005714,1.4;
0064100052714,0;
1229500000514,2.8;
1232900000614,2.8;
1227000000914,2.8;
0816200000514,2.8;
0064100052814,0;
1131000000614,2.8;
0064100052914,0;
0064100053014,0;
0611000000514,2.8;
0674700000514,2.8;
0064100053114,0;
1117100001114,2.8;
5311000000514,2.8;
0064100053214,0;
0064100053314,0;
0064100053414,0;
0064100053514,0;
0814000000314,0;
1857200004214,0;
0917700000314,-0.2;
0064100053614,0;
0001000003214,3.625;
0917800000314,0;
0917900000314,0;
0917100000314,0;
0917200000314,0;
0064100053714,3.0;
0064100053814,3.0;
0918600000314,0;
0064100053914,3.0;
0917300000314,0;
2510100001914,-0.2;
0064100054014,0;
0413100001514,-0.2;
1111200000814,0.2;
0064100054114,0;
1410000000914,2.8;
1210200000414,0.2;
1227700000614,2.8;
2014300000714,2.8;
0000900006014,2.6;
0063700006914,0.8857;
0000400003914,0;
0675000001314,2.8;
0678000001114,2.8;
0663000000614,2.8;
3670000000814,2.8;
0443000000514,2.8;
1139000000614,2.8;
0000400004014,0;
0002700005814,13.3953;
1857500003914,2.8;
1857700002014,2.8;
1857800002214,2.8;
1857600002814,2.8;
1857200004314,2.8;
1860000000714,2.8;
0064100054214,0;
0413100001614,2.8;
0210000002814,2.8;
0000400004114,0;
1510500000414,2.8;
0918400000314,0;
0063200000614,2.8;
1222000001614,0;
1411100000614,2.8;
1613100001514,2.8;
0918100000314,0;
1031500001814,2.8;
0001700003614,2.8;
0063300000614,2.8;
0846000000614,2.8;
0917400000314,0;
1011000000814,2.8;
0001700003714,0;
0681000001914,2.8;
0917500000314,0;
1511100001314,2.8;
0000800003114,2.8;
0918200000314,0;
0000900006114,2.8;
0001500001314,2.8;
0945100001214,0;
0002000002014,2.8;
0001000003314,2.8;
0908500000614,0;
0001100005414,2.8;
0001800001114,2.8;
0410000001214,0.6;
0000400004214,2.8;
0000600004114,2.8;
1219700001114,0;
0001700003814,0.1667;
0000400004314,0;
0608400000314,-0.2;
1610100002514,0;
0000700004114,2.8;
0001700003914,0.1667;
0002700005914,2.8;
0495000001014,0;
0001700004014,0.0;
0064100054314,0;
0001300000914,2.8;
0411100001714,0.8;
0680000000514,0;
0001600004714,2.8;
1222000001714,0;
0000500002114,2.8;
0001200009314,2.8;
0002100001714,2.8;
0630500000314,0;
0001400001714,2.8;
2210300001714,2.8;
0632000000414,0;
1857200004414,-0.7917;
0610100003814,2.8;
0681200001314,2.8;
0632500000514,0;
0933800001414,0;
0819900000514,2.8;
3600100000714,2.8;
0000900006214,0.3;
0000900006314,4.9;
0064100054414,0;
0912000001214,0;
0636300000314,0;
0000900006414,1.0666;
1106300000414,0;
0064100054514,0;
1106500000314,0;
0064100054614,0;
1010000000614,2.8;
0861000000514,2.8;
0821000001114,2.8;
1112100000414,0;
0933800001514,2.8;
0911100000614,2.8;
1110800000314,0;
0944800000514,2.8;
1110100000314,0;
1236000000814,2.8;
0682000000714,2.8;
1108300000314,0;
0410100000514,2.8;
0943700000914,2.8;
1108000000414,0;
1142500000514,2.8;
1110200000414,0;
2901000000614,2.8;
0000900006514,0.4;
1108800000314,0;
1111100000314,0;
0000900006614,1.2;
1110300000314,0;
0000900006714,6.2;
1857500004014,3.9334;
0001600004814,1.6;
0000900006814,-0.0333;
1857200004514,0.7333;
0000900006914,1.1001;
0064100054714,0;
1011100000414,2.2;
1236000000914,2.4;
0064100054814,0;
0000900007014,7.0;
1111200000914,1.0;
0001200009414,0;
0001200009514,0;
2510100002014,0;
0000700004214,0;
0411100001814,0;
1215100016914,3.0;
0495000001114,1.4;
1215100017014,3.0;
0064100054914,0.5111;
1215100017114,3.0;
0064100055014,0;
1215100017214,3.0;
1215100017314,3.0;
1215100017414,3.4;
1215100017514,3.0;
1215100017614,3.0;
1215100017714,3.0;
1215100017814,3.0;
0000500002214,4.6666;
1215100017914,3.0;
1215100018014,3.0;
1215100018114,3.0;
1215100018214,3.0;
1215100018314,3.0;
1215100018414,3.0;
1215100018514,3.0;
1215100018614,3.0;
1816400007114,3.9334;
1215100018714,3.0;
1215100018814,3.0;
1215100018914,3.0;
1215100019014,3.0;
1215100019114,3.0;
1215100019214,3.0;
1857600002914,2.2;
1215100019314,3.0;
1215100019414,3.0;
1215100019514,3.0;
1215100019614,3.0;
1215100019714,3.0;
1215100019814,3.0;
1215100019914,3.0;
0678000001214,0;
0000700004314,0.7333;
0410000001314,0.0;
0064100055114,0;
0000400004414,0;
0001100005514,0;
0064100055214,0;
1616100000314,1.4;
1222000001814,0;
0001400001814,5.9665;
2510100002114,0;
0063700007014,0;
0912000001314,0;
0912000001414,0;
2014300000814,0.0;
1816400007214,0.2;
0000600004214,-0.1667;
0064100055314,0;
1857200004614,0;
0001100005614,0.0;
0413100001714,0;
0495000001214,2.8666;
0000400004514,0.6667;
0000900007114,1.1111;
1108500000314,0;
1110600000414,0;
1109000000314,0;
0410000001414,0;
1110700000314,0;
1111000000514,0;
0064100055414,0;
0063700007114,0;
0000900007214,0.4222;
0000900007314,0.2222;
1110000000314,-0.2;
1009500000314,0;
0413000000914,0;
0000900007414,1.6222;
1209000000314,0;
1210000000414,0;
0000900007514,1.7555;
1110500000314,0;
1110400000314,0;
1111500000614,0;
0814000000414,0;
1112500000514,0;
0860900000314,0;
1113500000314,0;
0000600004314,0.8;
1011100000514,0;
1816400007314,0;
1014100000314,0;
0064100055514,0;
0912100000614,0;
0064100055614,0;
0000600004414,0;
1215100020014,0;
0610000001114,0;
0819700000614,0;
4220700000614,0;
1615100000614,0;
0064100055714,0;
